P08908 5ht1a_human
H2USY6 h2usy6_takru
G5E8D5 g5e8d5_mouse
Q646G3 t2r42_papha
F7F9H9 f7f9h9_mondo
W5P6Q9 w5p6q9_sheep
H2V4K8 h2v4k8_takru
Q6TN18 q6tn18_horse
G3SN99 g3sn99_loxaf
I6UMK5 i6umk5_9saur
U3K104 u3k104_fical
G9M6H9 g9m6h9_rugru
V8N684 v8n684_ophha
F6TGX5 f6tgx5_mondo
E1C968 e1c968_chick
U6DIA8 u6dia8_neovi
E2R3J7 e2r3j7_canfa
O70432 adrb3_merun
B9VHG9 b9vhg9_9frin
A8CUT3 a8cut3_9neob
G1NRQ3 g1nrq3_melga
B3DGM7 b3dgm7_danre
F1T2T5 f1t2t5_macfu
B3FF99 b3ff99_muslu
G1SAE5 g1sae5_nomle
G3VVX1 g3vvx1_sarha
G5CVP2 g5cvp2_hysbr
A7Y7V8 a7y7v8_xipma
G3NNN4 g3nnn4_gasac
A0A0A7EV90 a0a0a7ev90_9cich
M3WVF1 m3wvf1_felca
Q0VA29 q0va29_xentr
G1SA69 g1sa69_nomle
W5Q0E6 w5q0e6_sheep
K7FEF0 k7fef0_pelsi
Q66XN3 q66xn3_9saur
W5QF61 w5qf61_sheep
G1SQ05 g1sq05_rabit
M3Z3M3 m3z3m3_muspf
Q549B2 q549b2_gorgo
A0A093BNJ1 a0a093bnj1_tauer
Q6W9D1 q6w9d1_cascn
F6QCH0 f6qch0_calja
C4N126 c4n126_gymun
B0YIR8 b0yir8_rat
Q95MG6 gnrr2_calja
H0WHM2 h0whm2_otoga
H2LKJ6 h2lkj6_oryla
U3JTY9 u3jty9_fical
M4AQN1 m4aqn1_xipma
T2B1L9 t2b1l9_9aves
G3RH49 g3rh49_gorgo
F7EHY9 f7ehy9_xentr
Q58TB5 q58tb5_9gobi
G3VH89 g3vh89_sarha
G1MMN0 g1mmn0_ailme
J7M489 j7m489_pantr
C0KV76 c0kv76_pantr
B8QCQ3 b8qcq3_9saur
F7I2U4 f7i2u4_calja
I4IY90 i4iy90_tetng
G1NRU1 g1nru1_melga
B1P8L7 b1p8l7_nycco
F6I891 f6i891_sheep
K0IWL7 k0iwl7_marfo
C0KRX2 c0krx2_bosmu
K7R3M2 k7r3m2_9saur
A0A097GXW5 a0a097gxw5_lepgr
G3V6Q1 g3v6q1_rat
J7ME36 j7me36_pantr
F1RZ33 f1rz33_pig
Q6U2D6 q6u2d6_rat
H9GFA6 h9gfa6_anoca
D9MN79 d9mn79_9chir
M3X737 m3x737_felca
Q9TUU3 q9tuu3_macmu
F7HYI8 f7hyi8_calja
C5HF16 c5hf16_9rode
G1KA26 g1ka26_anoca
Q7T2L4 q7t2l4_takru
Q9TUV1 q9tuv1_aottr
W5PXY9 w5pxy9_sheep
L7T162 l7t162_9saur
F1SB66 f1sb66_pig
G1EFL2 g1efl2_9tele
F7DGZ9 f7dgz9_calja
F1PLR4 f1plr4_canfa
H0YVU9 h0yvu9_taegu
A0A0A8P3I2 a0a0a8p3i2_9saur
U3IKF6 u3ikf6_anapl
H0VX84 h0vx84_cavpo
G1M5B8 g1m5b8_ailme
H0WVX7 h0wvx7_otoga
Q3UZ41 q3uz41_mouse
Q99P02 q99p02_rat
M5AB93 m5ab93_anost
F2XH48 f2xh48_pteze
G3U402 g3u402_loxaf
E5LEX9 e5lex9_xenla
Q33E06 q33e06_musni
H9L0C8 h9l0c8_chick
E6ZG60 e6zg60_dicla
A8CUN4 a8cun4_9neob
D6N0D8 d6n0d8_arcau
K4HGV8 k4hgv8_9saur
Q07FZ4 cxcr4_xentr
Q645Z5 t2r13_gorgo
Q62953 mtr1l_rat
U3J1R0 u3j1r0_anapl
G3M7V3 g3m7v3_ctebo
M3Z5I5 m3z5i5_muspf
D5HMY8 d5hmy8_chesi
H0UZE2 h0uze2_cavpo
E1BWK1 e1bwk1_chick
G1TV01 g1tv01_rabit
F6UH12 f6uh12_horse
M3W1S3 m3w1s3_felca
H2UC03 h2uc03_takru
A0A0B8S0A8 a0a0b8s0a8_pig
A0A059VEJ2 a0a059vej2_9saur
Q58TE9 q58te9_9gobi
F6VA72 f6va72_ornan
P79237 fpr3_ponpy
P56484 ccr8_mouse
G1NQZ3 g1nqz3_melga
C5I7X4 c5i7x4_neomo
K4GUU8 k4guu8_phrmy
D3JHC3 d3jhc3_9saur
Q58TF7 q58tf7_9gobi
W5PIA8 w5pia8_sheep
A0A088SVE1 a0a088sve1_9neob
A6MUD7 a6mud7_xenla
A0A0A8P4J9 a0a0a8p4j9_9saur
Q1AFX9 q1afx9_lepeu
G3WMF3 g3wmf3_sarha
A0A0F6MYE2 a0a0f6mye2_rhiro
A0A0D9RQK2 a0a0d9rqk2_chlsb
I3MN58 i3mn58_icttr
Q1AG33 q1ag33_rabit
D6N0D5 d6n0d5_monmn
W5LZB7 w5lzb7_lepoc
A0A0E3IRF4 a0a0e3irf4_sorcy
A0A0A0MWU2 a0a0a0mwu2_papan
K4GQS1 k4gqs1_9saur
G9M6I0 g9m6i0_xenla
Q3SWS1 q3sws1_mouse
G1NR41 g1nr41_melga
A5A4K9 ghsr_rabit
W6A6H7 w6a6h7_salsl
D2I5B2 d2i5b2_ailme
A0A0B2V3X7 a0a0b2v3x7_toxca
A0A096NBR6 a0a096nbr6_papan
D2H897 d2h897_ailme
H3CLC3 h3clc3_tetng
U6CX47 u6cx47_neovi
Q0QDR9 q0qdr9_macfa
G1RQZ3 g1rqz3_nomle
A0A0C4ZIT7 a0a0c4zit7_horse
Q99NU5 q99nu5_musav
F1P655 f1p655_canfa
W5PKD1 w5pkd1_sheep
P41592 opsr_anoca
G1L5I4 g1l5i4_ailme
H0VYV3 h0vyv3_cavpo
Q09GV8 q09gv8_macmu
Q1MTI7 q1mti7_danre
H7BS29 h7bs29_9tele
H9GBJ6 h9gbj6_anoca
G3Q3V1 g3q3v1_gasac
Q8HZU1 cxcr4_calja
G5CX62 g5cx62_escro
U3IQN8 u3iqn8_anapl
F7CXZ8 f7cxz8_ornan
G3R8N0 g3r8n0_gorgo
Q3TDA4 q3tda4_mouse
M9V0U5 m9v0u5_caphi
Q3U4F1 q3u4f1_mouse
A0A093PJJ5 a0a093pjj5_9pass
Q28422 cxcr2_gorgo
G1R4J1 g1r4j1_nomle
E2RCX3 e2rcx3_canfa
F6YRE3 f6yre3_mondo
F1LRH2 f1lrh2_rat
G1RV32 g1rv32_nomle
M3XSI4 m3xsi4_muspf
I3N0B8 i3n0b8_icttr
K4HHE4 k4hhe4_9saur
T2MFG2 t2mfg2_hydvu
A5JTX4 a5jtx4_melga
F1PMJ0 f1pmj0_canfa
I3ND23 i3nd23_icttr
I0CJX9 i0cjx9_9tele
H3BF31 h3bf31_latch
G9L881 g9l881_mesau
U6DXY8 u6dxy8_neovi
H0ZSX3 h0zsx3_taegu
Q8WMR5 q8wmr5_macfa
W5JZZ9 w5jzz9_astmx
Q7ZT40 q7zt40_takru
C0KVD4 c0kvd4_pantr
P41149 mc5r_mouse
Q27JB9 q27jb9_acrvu
Q3TBY9 q3tby9_mouse
G8HJ64 g8hj64_macmu
F7GJU7 f7gju7_macmu
F7I729 f7i729_calja
E2ELU2 e2elu2_micar
E2RS86 e2rs86_canfa
D4NRS1 d4nrs1_9neob
U3J1X8 u3j1x8_anapl
G1EG29 g1eg29_pashi
I3MI94 i3mi94_icttr
F7FAG2 f7fag2_ornan
W5S000 w5s000_9chir
G3VT68 g3vt68_sarha
D9YL88 d9yl88_9neob
G3SM14 g3sm14_loxaf
Q5XM32 rxfp2_canfa
D1GLS4 d1gls4_dicla
E1BQS9 e1bqs9_chick
V9LT43 v9lt43_falch
G1S2J5 g1s2j5_nomle
Q3ZB46 q3zb46_mouse
G3X032 g3x032_sarha
Q28929 agtr2_sheep
F1RPF6 f1rpf6_pig
G1SA82 g1sa82_nomle
G3V6Q7 g3v6q7_rat
G3SA07 g3sa07_gorgo
G3RRX4 g3rrx4_gorgo
G1S6L9 g1s6l9_nomle
K7FNJ9 k7fnj9_pelsi
F7A7N3 f7a7n3_ornan
D8KZR8 d8kzr8_erypa
B9TS31 b9ts31_9tele
A0A087WR60 a0a087wr60_mouse
I0CJX3 i0cjx3_9tele
J7MGA0 j7mga0_pantr
R9XKN8 r9xkn8_9saur
U3FTM8 u3ftm8_calja
D9YL93 d9yl93_phyts
H9B811 h9b811_9saur
K4EJE6 k4eje6_glavo
A0A096N011 a0a096n011_papan
G0YKM9 g0ykm9_anapl
H9GPX1 h9gpx1_anoca
I3LY60 i3ly60_icttr
Q7YR15 q7yr15_mystu
F6XY09 f6xy09_calja
G1S4L3 g1s4l3_nomle
H2NGE3 h2nge3_ponab
A0A096MPH1 a0a096mph1_papan
Q8HXU6 q8hxu6_daska
G3M7U4 g3m7u4_dauma
D8WHM7 d8whm7_bubbu
F6SCD2 f6scd2_horse
Q9YH00 opsd_litmo
P50407 5ht7r_cavpo
W5NSQ4 w5nsq4_sheep
A3QP11 a3qp11_saglb
G1QDD0 g1qdd0_myolu
G1NRZ1 g1nrz1_melga
O73733 o73733_danre
F8R8V1 f8r8v1_9neob
A0A076MG52 a0a076mg52_9tele
W5NP25 w5np25_lepoc
A0A0A7EV26 a0a0a7ev26_9cich
F6SV44 f6sv44_horse
A4KTV0 a4ktv0_batpi
A7WPS1 a7wps1_ovida
D0V7A7 d0v7a7_penfu
A0A0F6QI27 a0a0f6qi27_9saur
G1PCU6 g1pcu6_myolu
Q98T85 q98t85_ictpu
H5ZU02 h5zu02_9gobi
K4GRE5 k4gre5_gonal
H2RE12 h2re12_pantr
D2GV80 d2gv80_ailme
B3FFC0 b3ffc0_melme
B2NJW9 b2njw9_9tele
G3M6F7 g3m6f7_cynvo
U6CRT0 u6crt0_neovi
E5G6A5 e5g6a5_9pass
E5G687 e5g687_9pass
S7MU62 s7mu62_myobr
G9L879 g9l879_mesau
H3ABW9 h3abw9_latch
H2U806 h2u806_takru
A5A4T3 a5a4t3_horse
G3WPB1 g3wpb1_sarha
O08707 ackr2_mouse
F7EAQ8 f7eaq8_macmu
J9P8A7 j9p8a7_canfa
F7AUF1 f7auf1_mondo
J9P5B9 j9p5b9_canfa
F7GC16 f7gc16_calja
G1EFL3 g1efl3_9tele
K4K646 k4k646_utast
M3Y4J2 m3y4j2_muspf
Q153S7 q153s7_9cara
Q80XY9 q80xy9_chain
K4GQZ5 k4gqz5_9saur
A0A0D4CEQ0 a0a0d4ceq0_9saur
H2TFP9 h2tfp9_takru
A0A087X7E2 a0a087x7e2_poefo
M3XHG6 m3xhg6_latch
A0A096NZ39 a0a096nz39_papan
P31421 grm2_rat
H3AM23 h3am23_latch
F7HCR7 f7hcr7_calja
F6Q2H9 f6q2h9_bovin
H1A5S6 h1a5s6_taegu
K4GR45 k4gr45_acrgr
F6PPW6 f6ppw6_horse
G3M6B3 g3m6b3_trivu
M3Z6A7 m3z6a7_muspf
O18486 opsd_prose
H9FPG5 h9fpg5_macmu
B4Z6G4 b4z6g4_catau
G1Q7G1 g1q7g1_myolu
B4Z6S4 b4z6s4_todan
H2L888 h2l888_oryla
Q67ET7 ta2r3_rat
V9PWI0 v9pwi0_9neob
I3NEF0 i3nef0_icttr
G5CX64 g5cx64_inige
G5CVS0 g5cvs0_pedca
G3TGV9 g3tgv9_loxaf
H6TQ53 h6tq53_9saur
D4A831 d4a831_rat
A2TAH6 a2tah6_9amph
I0CKD3 i0ckd3_chlae
M3ZYV5 m3zyv5_xipma
K4GUT2 k4gut2_phoma
I3Y3F2 i3y3f2_agats
A8QXQ2 a8qxq2_chlae
A0A091RVI8 a0a091rvi8_nesno
G1TQL5 g1tql5_rabit
A0A0D9RI57 a0a0d9ri57_chlsb
H0UT82 h0ut82_cavpo
R4LCF1 r4lcf1_plamn
G1LHL0 g1lhl0_ailme
G3UE63 g3ue63_loxaf
H0WGS3 h0wgs3_otoga
Q153S3 q153s3_9cara
Q1LVY1 q1lvy1_danre
H0VA26 h0va26_cavpo
K4GTR6 k4gtr6_colco
G3VJM2 g3vjm2_sarha
Q9YH04 opsd_dipvu
G1KHW3 g1khw3_anoca
H0WB14 h0wb14_cavpo
P28681 opsd_crigr
Q0Q7Y4 q0q7y4_perle
G3WP83 g3wp83_sarha
G7NA17 g7na17_macmu
F7AA76 f7aa76_xentr
F6PGF3 f6pgf3_mondo
F6YCY2 f6ycy2_calja
J7MDZ3 j7mdz3_pantr
A0A096P680 a0a096p680_papan
D7PQZ7 d7pqz7_miran
H2UBZ6 h2ubz6_takru
F6XMV2 f6xmv2_horse
Q93127 gpr18_ampam
G3E373 g3e373_cyacu
X5I414 x5i414_alopa
Q09H46 q09h46_macmu
H2RAY5 h2ray5_pantr
Q9TSW7 q9tsw7_pig
D3ZVM9 d3zvm9_rat
G1PXM2 g1pxm2_myolu
D7F087 d7f087_muspf
H3AGG3 h3agg3_latch
U3JTD1 u3jtd1_fical
E2ELW5 e2elw5_micri
F6KXF3 f6kxf3_sheep
H0VP87 h0vp87_cavpo
A4ZIT0 a4zit0_ornan
F7D8I9 f7d8i9_ornan
A0A096NZJ3 a0a096nzj3_papan
F7GP65 f7gp65_calja
U3KJ57 u3kj57_fical
G3RFY7 g3rfy7_gorgo
G1KFX9 g1kfx9_anoca
W5KTQ9 w5ktq9_astmx
Q0VBA6 q0vba6_mouse
X2C6U7 x2c6u7_maccy
A0A076MG40 a0a076mg40_9tele
D2Y0Z2 d2y0z2_horse
F6TLU5 f6tlu5_macmu
B3FFB2 b3ffb2_marpe
Q9PW88 gpc6a_carau
H0UZJ0 h0uzj0_cavpo
A9UEA8 a9uea8_bovin
H9L014 h9l014_chick
K4HH72 k4hh72_gonal
H2M6K7 h2m6k7_oryla
G3M7Q7 g3m7q7_echka
T2EX77 t2ex77_9pass
W5UJ70 w5uj70_ictpu
T2EUD1 t2eud1_9pass
Q1ZY22 ccr5_rabit
I3LAU2 i3lau2_pig
F6XUF2 f6xuf2_ornan
B9TS07 b9ts07_9tele
G3RLJ6 g3rlj6_gorgo
G1T0W2 g1t0w2_rabit
C0M5J6 c0m5j6_jacja
Q2VJ17 q2vj17_rat
H0VM08 h0vm08_cavpo
V5JGC6 v5jgc6_sheep
Q9JKT3 ta2r4_mouse
G3WCQ8 g3wcq8_sarha
H2QJE0 h2qje0_pantr
A2TAG3 a2tag3_9neob
H0X1L4 h0x1l4_otoga
F2Y5I7 f2y5i7_delle
K4KH02 k4kh02_utast
G1SBA1 g1sba1_nomle
F7G7G8 f7g7g8_ornan
A0A0D9SA16 a0a0d9sa16_chlsb
W8VKG8 w8vkg8_phosu
Q8MK55 q8mk55_cycdi
H0UYU5 h0uyu5_cavpo
F6TUD8 f6tud8_ornan
G1SLJ0 g1slj0_rabit
G3VS48 g3vs48_sarha
I7H6G6 i7h6g6_angan
B8QCN1 b8qcn1_diapn
A5A4S3 a5a4s3_felca
W5P284 w5p284_sheep
W5QGL4 w5qgl4_sheep
F6QIU0 f6qiu0_ornan
H2RAP9 h2rap9_pantr
A0A096MNH6 a0a096mnh6_papan
F7DZ32 f7dz32_xentr
H0Z4J9 h0z4j9_taegu
K4GUU5 k4guu5_tupte
G3RZ90 g3rz90_gorgo
G1TAQ8 g1taq8_rabit
G3VN55 g3vn55_sarha
F7GGP4 f7ggp4_macmu
B2RQS5 b2rqs5_mouse
E9KW65 e9kw65_9saur
F1RMM2 f1rmm2_pig
Q9PWQ0 q9pwq0_takru
H0WBU1 h0wbu1_cavpo
F2XH44 f2xh44_9gobi
Q8SQA1 q8sqa1_desro
D7PQY7 d7pqy7_enhlu
M3WWQ0 m3wwq0_felca
U3KAW4 u3kaw4_fical
P32307 v2r_pig
K7F3I9 k7f3i9_pelsi
F1PWC3 f1pwc3_canfa
V9LT22 v9lt22_falch
H6A2G5 h6a2g5_9tele
G3RCT5 g3rct5_gorgo
H3D8W0 h3d8w0_tetng
K7F3Q4 k7f3q4_pelsi
H0YQ17 h0yq17_taegu
D7PCX5 d7pcx5_perma
V8NVF3 v8nvf3_ophha
G8Z420 g8z420_rhiro
H2FFC6 h2ffc6_9saur
V8NWM3 v8nwm3_ophha
H2FF85 h2ff85_9saur
Q9TUT9 q9tut9_macmu
M3XL23 m3xl23_latch
G1QKP9 g1qkp9_nomle
F7ER13 f7er13_macmu
P79234 c5ar1_ponpy
A5A4L0 a5a4l0_calja
Q9BFX6 q9bfx6_megno
G3VGW1 g3vgw1_sarha
Q5UK77 q5uk77_danre
T1QUD0 t1qud0_sphsh
K7F648 k7f648_pelsi
E5G6B9 e5g6b9_9pass
C5I7U8 c5i7u8_lagho
F7DPA1 f7dpa1_ornan
G3U1P4 g3u1p4_loxaf
A0A096NRX2 a0a096nrx2_papan
E9JLH9 e9jlh9_hypno
I3M3N9 i3m3n9_icttr
G3G8J1 g3g8j1_chick
G9CTT4 g9ctt4_equas
K4HGC2 k4hgc2_rhifl
G1LTN8 g1ltn8_ailme
Q9TQU7 q9tqu7_cerns
F1S3Q6 f1s3q6_pig
I3MGV2 i3mgv2_icttr
B3VPA5 b3vpa5_caimo
M3YEU4 m3yeu4_muspf
M3YLF0 m3ylf0_muspf
H2FFB4 h2ffb4_tarma
I4IY86 i4iy86_takru
U3I2J3 u3i2j3_anapl
G3N5U2 g3n5u2_gasac
G1PCT8 g1pct8_myolu
F7HBT2 f7hbt2_macmu
A0A096NAV7 a0a096nav7_papan
H0XE25 h0xe25_otoga
G1L3G8 g1l3g8_ailme
O62791 opsd_delde
K4GRI4 k4gri4_9saur
G8EW92 g8ew92_trihe
T2EW93 t2ew93_9pass
F7FW92 f7fw92_macmu
Q71BN8 q71bn8_otoga
I3MPH4 i3mph4_icttr
Q9JII9 cxcr3_rat
G8Z418 g8z418_trafr
A0A087YSF5 a0a087ysf5_poefo
H3BGN9 h3bgn9_latch
H2P6X9 h2p6x9_ponab
G3TGZ7 g3tgz7_loxaf
Q9N2B6 5ht1e_pantr
H9A8K1 h9a8k1_chick
F1P0I0 f1p0i0_chick
Q66XM6 q66xm6_utast
U5TY57 u5ty57_9euth
J9NV75 j9nv75_canfa
Q646A1 t2r50_gorgo
D9YL96 d9yl96_phytt
Q66Y60 q66y60_holma
Q0QFT6 q0qft6_9pass
B9TS29 b9ts29_9tele
B9UME2 b9ume2_checr
D2HWD9 d2hwd9_ailme
F2XH77 f2xh77_9gobi
F7A2D7 f7a2d7_ornan
F6ZF07 f6zf07_xentr
Q6VQ98 q6vq98_tetng
G3M7V2 g3m7v2_ctegu
V5LTF6 v5ltf6_aquhe
G1SX53 g1sx53_rabit
G1KXE5 g1kxe5_anoca
T1QUW6 t1quw6_9tele
U3J4Q3 u3j4q3_anapl
C7BBS2 c7bbs2_9neob
Q864G0 mshr_lorta
Q58TB0 q58tb0_9gobi
U6D3W9 u6d3w9_neovi
B4XV20 b4xv20_danre
G3WUU5 g3wuu5_sarha
H0V793 h0v793_cavpo
F7IGI0 f7igi0_calja
K4GR71 k4gr71_aelfe
T1QVL4 t1qvl4_racca
A0A0D9RAS9 a0a0d9ras9_chlsb
M3YQ31 m3yq31_muspf
B9VHK8 b9vhk8_leute
D6N0C3 d6n0c3_pussi
K4GTL1 k4gtl1_lycca
B1Q153 b1q153_croti
I0CKC8 i0ckc8_allni
F7IT06 f7it06_calja
G3V791 g3v791_rat
G3SME9 g3sme9_loxaf
P25102 hrh2_rat
Q9BG11 q9bg11_tapin
K7EVQ8 k7evq8_ponab
Q646F8 t2r43_papha
V5UZS3 v5uzs3_9saur
G1S069 g1s069_nomle
G1RM22 g1rm22_nomle
H0XSK7 h0xsk7_otoga
Q5PPG3 q5ppg3_rat
Q95MH6 gnrr2_chlae
E9KVZ7 e9kvz7_plean
K7FEZ5 k7fez5_pelsi
G1R2I4 g1r2i4_nomle
H2T762 h2t762_takru
M3Z0P0 m3z0p0_muspf
Q9TUS6 q9tus6_pappa
A0A096MS10 a0a096ms10_papan
Q56UD9 npbw1_rat
G9L880 g9l880_mesau
F8R8S8 f8r8s8_9neob
Q62053 pe2r2_mouse
J7MB67 j7mb67_pantr
W5P0I3 w5p0i3_sheep
H2UF70 h2uf70_takru
H0X4D8 h0x4d8_otoga
Q8CBJ0 q8cbj0_mouse
A0A0D3RZJ3 a0a0d3rzj3_9saur
H9EZ83 h9ez83_macmu
A0A0D9RCW9 a0a0d9rcw9_chlsb
G1SYA7 g1sya7_rabit
A0A096LZX9 a0a096lzx9_poefo
C5HF26 c5hf26_lemba
H2PJW2 h2pjw2_ponab
C5H7Y1 c5h7y1_pipab
H2QYS8 h2qys8_pantr
W5UHS8 w5uhs8_ictpu
A9XG45 a9xg45_cotja
Q9MZQ1 q9mzq1_rhibe
P34994 ssr2_pig
G5E5J0 g5e5j0_bovin
P32212 fshr_macfa
Q09H50 q09h50_macmu
U5TY04 u5ty04_9euth
H0ZR07 h0zr07_taegu
H2N6D7 h2n6d7_ponab
Q9BFX8 q9bfx8_roula
Q646B5 t2r10_pantr
P52703 drd3_chlae
G3NE24 g3ne24_gasac
B3G515 gper1_danre
Q5QD24 taar3_rat
W5Q427 w5q427_sheep
P18130 ada1a_bovin
U3I6I7 u3i6i7_anapl
C5I7U5 c5i7u5_delde
A0A0B5ADW2 a0a0b5adw2_9neob
D9MN93 d9mn93_chivl
H0UZQ7 h0uzq7_cavpo
I0CKF1 i0ckf1_micmu
B0I1J3 b0i1j3_9neob
F6T4G4 f6t4g4_calja
C0KV32 c0kv32_pantr
F1S425 f1s425_pig
A0A096P125 a0a096p125_papan
A5HTT7 a5htt7_chick
P52500 grpr_rat
T1QU89 t1qu89_9tele
P56489 acm1_macmu
G1MJN7 g1mjn7_ailme
D4NRS2 d4nrs2_9neob
C5HF62 c5hf62_varvi
H3DIQ1 h3diq1_tetng
B4Z6H9 b4z6h9_coucr
Q8SQ89 q8sq89_rhicr
H2VA23 h2va23_takru
K4KH61 k4kh61_utast
F8R8U1 f8r8u1_9neob
Q6WN93 q6wn93_leoch
F6X1C0 f6x1c0_macmu
Q153T9 q153t9_9cara
W5K1Q5 w5k1q5_astmx
K0IT58 k0it58_marzi
D9MN78 d9mn78_9chir
M3WIC9 m3wic9_felca
F7HK24 f7hk24_calja
K4EJG8 k4ejg8_jacja
U5YAL0 u5yal0_9neob
J9PAW8 j9paw8_canfa
G1MP56 g1mp56_ailme
Q2HQ98 q2hq98_phata
G5E6I3 g5e6i3_bovin
Q717C2 ts1r3_pantr
A0A096Y4L4 a0a096y4l4_sylfl
G3S314 g3s314_gorgo
P20272 cnr1_rat
H2RG80 h2rg80_pantr
A8QXQ1 a8qxq1_saisc
G1RTJ2 g1rtj2_nomle
G3SFV8 g3sfv8_gorgo
S5W1A5 s5w1a5_checr
G5CVK8 g5cvk8_atefu
V9QLP6 v9qlp6_9saur
H0VJX0 h0vjx0_cavpo
H2S0N4 h2s0n4_takru
F6U6Y0 f6u6y0_calja
A9LS68 a9ls68_lepgr
F7INJ0 f7inj0_calja
K4K4C2 k4k4c2_utast
Q645T6 t2r50_macmu
M3YLS7 m3yls7_muspf
A0A0D9RDY5 a0a0d9rdy5_chlsb
G1FET4 g1fet4_9rode
H0ZKN2 h0zkn2_taegu
Q9N2B2 hrh1_pantr
I3NF09 i3nf09_icttr
F1N011 f1n011_bovin
G1RAR7 g1rar7_nomle
G3M6E3 g3m6e3_prolo
A0A096N6M7 a0a096n6m7_papan
F1PNM9 f1pnm9_canfa
F6Q5D8 f6q5d8_mondo
A0A076ML23 a0a076ml23_9tele
H0V071 h0v071_cavpo
H0ZC49 h0zc49_taegu
H2NM70 h2nm70_ponab
G1PS94 g1ps94_myolu
E1BLE8 e1ble8_bovin
H2P9X8 h2p9x8_ponab
H2MKX1 h2mkx1_oryla
E2RG11 e2rg11_canfa
H3AV34 h3av34_latch
G1RQ03 g1rq03_nomle
W5PWC1 w5pwc1_sheep
Q09H41 q09h41_macmu
F6UEW9 f6uew9_xentr
F7CF55 f7cf55_calja
W5U649 w5u649_ictpu
M3XBY5 m3xby5_felca
C5I805 c5i805_panho
G1NS59 g1ns59_melga
A0A091TPI1 a0a091tpi1_phalp
P19327 5ht1a_rat
M3VW58 m3vw58_felca
Q862A9 gpbar_bovin
E5G6A3 e5g6a3_9pass
K4HGW5 k4hgw5_phoma
Q1AFX8 q1afx8_lepgr
Q0Q7Z9 q0q7z9_perpl
F1NQY7 f1nqy7_chick
P41591 opsd_anoca
A0A076ML29 a0a076ml29_9tele
H9FKL9 h9fkl9_macmu
A5A4T4 a5a4t4_horse
H2T2I6 h2t2i6_takru
Q80SZ3 q80sz3_chain
A0A096NQG3 a0a096nqg3_papan
H7BRZ2 h7brz2_9tele
A0A077K7C8 a0a077k7c8_chick
F1NJC1 f1njc1_chick
A6QR71 a6qr71_mouse
K4GUT7 k4gut7_9saur
G4XKD4 g4xkd4_9saur
V8N8R3 v8n8r3_ophha
P56486 ta2r_chlae
V8NT65 v8nt65_ophha
F6QDI1 f6qdi1_xentr
F7E3W8 f7e3w8_ornan
V9LT46 v9lt46_falch
F6T2H8 f6t2h8_xentr
G1L8E5 g1l8e5_ailme
Q8VH27 q8vh27_cavpo
G9FXX0 g9fxx0_9saur
H9GEE4 h9gee4_anoca
C0KV40 c0kv40_pantr
F7DJV6 f7djv6_calja
A0A0D9S6W0 a0a0d9s6w0_chlsb
H2PW41 h2pw41_ponab
C5I7Z2 c5i7z2_alcli
F8R8S4 f8r8s4_inccm
A0A096NCL0 a0a096ncl0_papan
H2NCB0 h2ncb0_ponab
Q5XX73 q5xx73_canfa
M4APJ8 m4apj8_xipma
H2UFZ2 h2ufz2_takru
H0YPR8 h0ypr8_taegu
Q6W9C2 q6w9c2_pedca
Q99P13 q99p13_hysbr
A0A096NHL2 a0a096nhl2_papan
G3SUZ4 g3suz4_loxaf
B1P8L9 b1p8l9_otoga
A9YEA3 a9yea3_micct
O18771 o18771_pantr
Q9Z0D9 cx3c1_mouse
F7APE6 f7ape6_xentr
A0A0D3L720 a0a0d3l720_caphi
T1QVU0 t1qvu0_pseam
F1MMU1 f1mmu1_bovin
Q49KI5 ts1r3_felca
U5TYP2 u5typ2_cromi
F7DLK7 f7dlk7_macmu
K4KH37 k4kh37_utast
C0M5J2 c0m5j2_spaeh
U3KC43 u3kc43_fical
H0V099 h0v099_cavpo
H9GJD3 h9gjd3_anoca
G1PNV5 g1pnv5_myolu
F6XF22 f6xf22_xentr
H0WKX2 h0wkx2_otoga
A0A087YSJ3 a0a087ysj3_poefo
H9GD24 h9gd24_anoca
A0A0B5ACB5 a0a0b5acb5_9neob
H2RS12 h2rs12_takru
G3N0B0 g3n0b0_bovin
A0A0A7EWS0 a0a0a7ews0_9cich
I3LGK2 i3lgk2_pig
B7TVM4 b7tvm4_perpl
F7E5R4 f7e5r4_mondo
F1MU50 f1mu50_bovin
K7FXC9 k7fxc9_pelsi
G1SBX6 g1sbx6_nomle
Q9TUQ7 q9tuq7_erypa
A0A0D9SA56 a0a0d9sa56_chlsb
R9XUY3 r9xuy3_claba
D2JZC0 d2jzc0_lobcr
D4QE76 d4qe76_oryla
D2HTZ5 d2htz5_ailme
D2HHG1 d2hhg1_ailme
E9N7T8 e9n7t8_papcy
G3SS51 g3ss51_loxaf
A0A0D4CFK1 a0a0d4cfk1_uroor
O18821 gnrhr_horse
K4HKG6 k4hkg6_9saur
T1QV00 t1qv00_9tele
D9MN97 d9mn97_ptema
J7LGJ8 j7lgj8_9saur
Q99P10 q99p10_9hyst
G3VQW1 g3vqw1_sarha
G3M7P9 g3m7p9_9mamm
G3TNU9 g3tnu9_loxaf
I3N4E7 i3n4e7_icttr
Q9CRR2 q9crr2_mouse
P02699 opsd_bovin
B2GUJ7 b2guj7_xentr
A0A076MG44 a0a076mg44_epime
K4GQR0 k4gqr0_liabu
G3TQJ7 g3tqj7_loxaf
